Store ID,Country,Product ID,Product Category,Units Sold,Date of Sale,GDP Growth Rate,Inflation Rate,Price Sold
2642,Spain,51311,Mens,9,2020-12-03,2.25,2.25,64.49
9976,UK,96706,Womens,13,2020-02-06,4.44,-12.72,-331.16
1612,Germany,67695,Womens,10,2020-12-30,-6.51,-4.49,-112.24
1249,Italy,44938,Womens,10,2023-04-29,-3.25,-1.08,-21.71
5275,Italy,40451,Mens,6,2019-06-11,-0.11,14.56,379.53
7861,France,90786,Mens,12,2019-07-21,1.25,-10.72,-273.36
1269,UK,16286,Mens,7,2021-09-22,0.25,9.0,234.79
2067,France,62286,Mens,7,2019-09-27,5.6,9.06,235.11
8210,UK,28317,Mens,10,2024-03-01,-3.91,-3.02,-71.55
4137,Germany,55216,Mens,8,2021-03-26,1.72,5.26,139.16
4670,Italy,96616,Womens,10,2022-07-18,2.6,-1.05,-18.26
5466,UK,69039,Womens,11,2020-03-31,1.05,-4.01,-100.74
5901,Germany,64061,Mens,10,2023-01-25,0.21,-4.36,-102.97
6984,Italy,35791,Mens,8,2023-10-17,-2.08,7.38,196.75
7951,France,74569,Mens,13,2022-06-29,4.6,-14.74,-377.74
6742,Italy,64411,Womens,17,2021-10-13,-3.5,-31.16,-816.43
8432,Germany,91070,Mens,9,2023-09-22,2.74,1.21,35.5
8733,France,53586,Mens,12,2019-10-23,-2.16,-9.68,-245.88
1567,Spain,36549,Mens,10,2023-10-15,5.06,-2.28,-51.88
5818,France,85880,Womens,8,2020-12-20,0.69,5.31,135.37
6281,France,42336,Womens,9,2023-11-08,7.6,0.64,19.14
7951,Germany,48004,Womens,7,2019-12-04,5.5,7.65,206.8
7704,Spain,48842,Womens,7,2021-05-28,-6.27,8.72,237.78
4866,Germany,26362,Mens,7,2021-12-12,10.25,8.53,231.87
1148,UK,57695,Mens,10,2021-03-02,3.69,-1.22,-29.86
1565,France,74822,Womens,11,2024-04-29,4.41,-5.09,-129.58
7107,Spain,95473,Womens,9,2019-08-05,1.52,1.52,44.04
5429,Spain,75355,Mens,9,2021-02-02,7.03,2.88,80.6
7423,France,81091,Womens,11,2019-07-07,1.66,-4.9,-124.88
8519,Germany,70808,Mens,6,2020-01-15,-0.14,13.62,360.82
9167,Spain,90030,Womens,7,2020-05-07,2.88,11.04,297.07
6613,UK,50081,Mens,9,2021-11-30,0.1,3.48,104.14
3224,Italy,52333,Mens,7,2022-03-26,6.87,9.64,254.13
2996,Italy,13736,Womens,12,2019-01-15,0.98,-8.68,-220.84
5656,Italy,18254,Womens,6,2024-01-11,10.56,14.15,374.2
7958,Spain,78574,Womens,7,2019-03-06,5.97,7.72,210.64
7423,Spain,13018,Mens,8,2024-02-24,4.33,7.01,187.92
4670,France,41118,Womens,10,2024-02-06,0.65,-1.54,-33.58
2963,France,30839,Womens,8,2020-06-04,3.26,6.6,178.76
2527,Germany,83805,Womens,6,2022-09-29,3.77,15.25,405.81
3851,Spain,72673,Womens,10,2022-02-26,-1.01,-3.59,-90.83
9465,Spain,42082,Mens,9,2020-10-09,5.14,1.63,51.34
7718,France,10463,Mens,8,2023-02-04,3.48,6.04,170.38
1346,UK,89298,Womens,10,2021-12-22,1.75,-2.28,-56.52
9719,Germany,29283,Womens,12,2022-03-08,1.23,-10.09,-259.13
8272,France,45979,Womens,10,2023-03-03,-4.67,-1.08,-29.95
7980,Italy,27578,Womens,8,2020-08-15,11.86,5.81,150.04
1034,France,94287,Womens,10,2020-01-27,2.8,-1.48,-38.29
8459,Spain,38036,Mens,5,2023-08-26,2.38,16.12,422.81
8210,France,15131,Womens,9,2020-02-23,0.45,2.39,67.13
6918,Italy,66619,Mens,9,2019-10-16,5.91,2.34,64.88
3756,UK,19278,Mens,7,2020-01-14,-0.02,8.57,228.23
4313,UK,66106,Womens,13,2023-12-02,2.12,-12.33,-323.3
7156,UK,83208,Mens,8,2023-02-22,7.15,6.9,190.25
2642,Spain,75355,Mens,10,2019-08-19,-2.77,-3.18,-79.38
5845,Italy,30839,Womens,9,2021-10-14,5.45,3.18,84.96
6086,Italy,16831,Womens,6,2019-02-10,10.14,13.46,354.08
7120,UK,68348,Mens,6,2021-11-17,5.79,15.78,410.52
9465,Germany,65620,Womens,8,2019-05-15,8.43,7.0,189.3
7328,France,51210,Womens,9,2019-07-20,-3.83,-0.44,-2.41
2996,Germany,65456,Mens,5,2024-02-07,-0.15,18.92,499.49
3909,UK,65099,Womens,6,2021-02-18,2.85,14.54,385.61
8600,Spain,34753,Womens,7,2021-07-18,12.23,7.96,213.36
6149,France,42164,Womens,8,2021-11-22,-1.64,3.48,90.74
2003,France,59877,Mens,9,2021-12-07,-1.22,1.64,52.33
1662,UK,62286,Mens,8,2020-05-17,6.3,5.17,136.74
3062,France,92696,Mens,8,2020-02-11,5.24,7.62,206.35
4091,Spain,52207,Mens,6,2023-05-17,5.61,13.45,355.49
3631,Spain,53955,Mens,10,2023-10-18,5.58,-0.62,-12.73
8204,Italy,36549,Womens,9,2021-03-15,-0.32,0.37,12.26
9070,France,23076,Mens,12,2019-04-09,3.57,-9.58,-250.6
7954,Germany,25746,Womens,9,2020-11-14,0.07,1.67,49.56
5931,Italy,82541,Mens,8,2024-03-10,4.59,4.1,105.85
2085,Spain,89250,Womens,6,2020-12-26,3.08,13.28,352.24
1346,Italy,43816,Mens,9,2023-04-20,-3.48,3.77,103.55
3756,Italy,14229,Womens,7,2021-08-18,8.03,8.49,226.5
7120,Spain,75355,Womens,8,2023-10-29,4.11,5.37,141.59
5085,France,88845,Mens,9,2020-09-04,2.62,0.33,15.89
1265,Italy,42164,Womens,10,2023-01-25,4.28,-1.53,-34.22
7718,Italy,62419,Mens,8,2020-10-04,-1.19,6.04,163.13
2720,Spain,82217,Womens,10,2023-11-28,5.96,-2.3,-61.63
8733,France,55216,Mens,6,2021-10-25,5.34,12.11,316.99
2676,Spain,99408,Womens,14,2022-05-26,4.11,-18.89,-484.95
3224,France,78763,Womens,6,2020-05-17,6.18,12.92,343.45
5057,France,28484,Mens,7,2021-02-05,-10.17,10.7,281.01
7345,Germany,62453,Womens,2,2020-02-02,5.09,31.27,816.83
2743,France,36223,Mens,5,2021-05-20,4.65,17.72,467.66
1034,Spain,80584,Womens,8,2021-03-05,1.5,5.75,154.89
7861,France,24234,Womens,8,2020-01-28,4.77,4.22,113.5
7634,Italy,74609,Womens,9,2019-07-26,0.73,3.41,87.11
2743,Germany,45499,Mens,10,2021-11-04,-2.01,-1.48,-37.42
5498,France,87234,Mens,10,2024-02-25,2.66,-4.65,-116.56
2489,Germany,61800,Mens,9,2023-04-27,5.67,0.04,4.19
4371,France,17078,Womens,8,2021-06-10,9.56,7.59,197.99
5200,Spain,65337,Womens,6,2023-01-24,4.02,12.88,342.18
9420,France,39104,Mens,8,2023-09-11,-0.99,3.66,103.16
2085,Italy,26087,Womens,7,2023-05-18,-1.18,10.05,266.58
5688,Germany,24411,Mens,12,2021-05-13,2.28,-10.18,-262.29
8036,Germany,93218,Mens,9,2021-01-12,-1.96,2.04,56.95
5901,France,18673,Womens,8,2022-06-18,10.67,7.33,198.69
9028,Spain,50379,Womens,6,2020-07-17,7.67,14.73,385.77
8036,France,81093,Mens,10,2021-10-17,5.24,-1.92,-50.87
1134,France,93239,Mens,9,2019-04-06,8.46,1.33,33.31
2826,Germany,42023,Mens,10,2024-04-07,3.71,-0.67,-10.24
8372,Italy,78509,Mens,8,2023-10-24,3.25,7.61,199.57
5719,Germany,38036,Womens,5,2020-04-29,0.78,19.22,505.63
2085,Italy,56926,Mens,10,2022-12-01,3.98,-2.92,-70.06
4137,Italy,28048,Mens,10,2019-08-19,-0.21,-1.78,-41.4
9976,France,87167,Mens,7,2021-01-18,1.48,8.24,217.1
2826,UK,69753,Mens,11,2023-08-06,3.31,-5.38,-139.24
6149,France,72372,Womens,10,2022-04-09,3.99,-3.07,-80.38
9719,Germany,44526,Womens,12,2020-06-24,4.83,-9.69,-248.42
7954,Germany,90804,Womens,10,2021-11-25,2.16,-3.15,-78.79
7346,France,89298,Womens,9,2020-06-08,2.4,1.48,42.64
1148,Italy,27263,Womens,11,2022-03-29,1.2,-7.25,-183.09
5057,France,51210,Womens,9,2024-02-06,-1.88,-0.04,4.58
7951,Germany,86265,Womens,10,2023-09-19,9.54,-3.51,-86.78
8103,France,14929,Mens,5,2022-06-20,3.12,15.87,424.08
1346,UK,84444,Womens,10,2022-01-14,4.31,-2.76,-73.31
6086,France,29796,Mens,9,2023-12-25,3.21,3.94,106.34
3158,Italy,14929,Mens,11,2020-07-31,-0.37,-4.99,-123.77
4670,Italy,99131,Mens,9,2020-11-12,12.58,1.29,35.96
3185,France,79914,Mens,9,2020-07-10,-3.35,0.59,20.67
1852,Spain,67351,Mens,9,2023-05-17,2.97,3.1,91.92
3909,UK,78763,Mens,5,2021-10-09,-0.66,16.19,423.46
5200,France,94778,Mens,9,2020-10-07,9.63,1.36,34.07
2250,Germany,40441,Mens,10,2021-03-06,0.41,-1.15,-27.1
9070,France,83656,Womens,9,2021-11-17,5.46,2.89,78.58
8757,France,44027,Womens,10,2023-07-02,-4.43,-3.89,-99.26
9384,France,49136,Mens,8,2023-04-29,4.2,5.28,140.51
2304,UK,22053,Womens,7,2022-09-25,6.93,10.68,277.8
2037,Germany,45880,Mens,8,2023-12-27,4.74,4.45,124.28
7346,Germany,10199,Womens,11,2022-09-16,-5.07,-6.6,-165.17
3940,Spain,60661,Mens,7,2023-07-22,-1.45,8.19,219.4
7951,UK,41118,Womens,10,2023-03-10,2.18,-3.8,-94.75
4836,UK,14387,Mens,9,2022-10-03,6.52,0.3,15.55
7954,Italy,70808,Mens,8,2023-02-05,-0.03,4.5,120.5
5688,Germany,34558,Mens,11,2022-06-08,0.16,-4.94,-125.06
8998,Germany,94247,Mens,8,2019-07-09,-0.11,5.07,137.19
5295,UK,64326,Mens,10,2022-06-02,-1.64,-0.66,-18.53
4866,UK,86704,Mens,12,2022-11-09,4.21,-9.11,-234.61
2304,UK,59348,Mens,13,2022-11-01,-0.71,-13.29,-343.92
2996,Italy,33962,Womens,7,2022-07-30,10.92,9.09,247.64
5959,UK,12454,Mens,10,2020-09-24,1.44,-4.96,-123.96
4142,Spain,46133,Mens,12,2020-09-19,-0.82,-9.38,-245.4
8099,Spain,58466,Womens,13,2021-08-30,-4.98,-12.4,-314.46
7156,UK,45367,Womens,8,2023-11-04,-6.89,4.49,124.62
8519,Spain,86704,Mens,7,2022-07-06,10.02,7.88,213.69
6748,UK,88074,Womens,10,2022-10-14,6.01,-2.25,-58.81
6389,Germany,16831,Womens,10,2020-12-10,2.75,-2.59,-62.24
4971,Italy,92082,Mens,6,2023-01-19,2.09,12.54,334.59
9420,UK,68556,Mens,10,2022-12-05,-5.47,-3.29,-84.51
3728,France,43984,Mens,11,2020-10-10,0.68,-4.94,-125.66
2067,Spain,20412,Mens,10,2019-11-14,-3.38,-1.33,-24.39
9167,UK,40310,Mens,9,2023-08-28,1.14,1.16,37.19
1852,Germany,83008,Womens,7,2022-06-02,-0.55,8.45,232.37
8637,UK,90742,Womens,6,2024-01-17,3.81,14.13,376.16
2743,Germany,57199,Mens,9,2022-06-11,0.35,0.77,24.86
4371,Spain,11755,Womens,9,2020-11-14,-2.63,1.29,37.52
2300,Italy,90740,Womens,5,2020-10-25,1.7,17.4,455.81
5466,UK,64411,Womens,10,2024-01-25,2.79,-1.14,-27.61
8942,Italy,91254,Mens,11,2022-10-29,5.46,-5.95,-150.9
7980,UK,77647,Womens,10,2023-08-23,10.53,-1.4,-33.84
3158,France,19786,Womens,11,2023-06-20,12.84,-5.05,-127.16
4971,France,55240,Womens,9,2023-02-04,-1.88,2.03,52.41
6806,Germany,85919,Womens,8,2022-06-10,1.12,4.96,130.6
4971,France,91729,Mens,12,2023-09-12,-0.57,-8.44,-213.02
9170,Germany,24168,Mens,10,2022-02-10,-8.02,-3.47,-84.4
5465,Italy,97593,Mens,7,2024-01-28,5.44,10.85,291.21
7958,Italy,60105,Mens,6,2023-03-01,6.2,12.53,336.27
8875,France,33999,Womens,12,2020-03-17,-1.85,-9.22,-234.36
8519,France,45373,Womens,7,2020-07-17,7.29,9.11,246.31
7423,France,76415,Mens,8,2022-07-15,3.78,6.34,168.92
5466,Germany,26898,Mens,8,2023-03-14,6.1,4.23,120.8
1249,UK,30604,Womens,13,2024-01-05,2.94,-13.24,-350.83
9465,Germany,68200,Womens,4,2022-11-10,1.05,19.82,528.12
2743,Germany,80283,Mens,10,2022-11-11,6.04,-1.11,-29.74
4836,Germany,42495,Womens,12,2022-02-10,4.3,-11.9,-306.9
2296,Italy,85882,Womens,11,2023-06-25,0.9,-5.78,-139.99
9976,Spain,44665,Womens,10,2023-07-07,6.2,-1.3,-27.23
5295,Italy,77070,Womens,7,2021-08-09,2.14,9.52,256.77
2302,Germany,40232,Womens,8,2022-01-09,0.49,5.27,141.97
3188,Germany,32311,Womens,9,2020-11-29,-2.2,-0.35,-2.74
5491,UK,92405,Womens,8,2019-04-23,10.85,4.17,105.05
2067,France,95210,Mens,11,2019-01-02,-0.53,-4.88,-122.05
6748,Spain,64848,Mens,13,2020-10-03,-5.99,-15.29,-395.78
9481,Germany,98061,Womens,9,2019-08-08,8.65,0.35,11.95
1971,Italy,40441,Womens,10,2023-05-09,4.85,-4.07,-102.89
2912,Italy,80283,Womens,9,2021-05-04,-6.66,3.47,94.49
6742,France,13053,Mens,7,2023-10-26,7.46,8.34,219.9
3188,France,15063,Womens,10,2022-06-02,5.23,-3.3,-82.72
8519,France,65522,Mens,6,2020-01-20,6.07,13.9,372.74
8459,France,13386,Womens,10,2022-11-27,3.5,-1.92,-55.45
5656,Germany,18731,Mens,6,2023-07-20,4.32,13.21,344.37
1721,Spain,97824,Mens,11,2022-02-27,3.16,-5.49,-134.88
6918,UK,39585,Womens,6,2021-12-12,1.97,13.97,367.98
3622,Italy,58800,Womens,10,2023-09-04,5.28,-3.84,-96.89
8757,Italy,59057,Mens,13,2020-12-30,3.73,-13.2,-338.74
7346,France,29467,Womens,8,2023-08-23,-3.54,5.48,155.85
2963,Spain,98685,Mens,7,2023-09-30,-1.68,8.51,224.9
5466,France,78356,Womens,9,2022-12-10,1.56,2.54,74.58
2619,Germany,39215,Mens,10,2019-09-04,-4.5,-3.0,-76.79
1858,UK,21973,Womens,5,2021-04-15,1.19,18.29,478.75
8085,UK,70976,Womens,8,2023-01-02,3.02,6.07,160.55
6389,Italy,49014,Mens,12,2019-07-22,-2.17,-9.07,-235.61
4371,UK,38990,Womens,9,2022-04-22,7.72,1.83,48.93
5959,Italy,94176,Womens,7,2019-05-03,-2.67,8.06,223.85
8103,Spain,10974,Womens,8,2020-02-05,-0.34,6.27,169.8
2300,Italy,41793,Womens,11,2021-02-05,4.24,-5.51,-141.3
5466,Italy,83827,Womens,11,2019-10-21,-0.92,-7.82,-196.7
5232,Italy,20132,Mens,10,2019-10-07,4.05,-2.86,-71.82
3728,UK,16332,Mens,10,2024-02-04,-1.8,-4.25,-96.12
8519,UK,95473,Mens,6,2021-06-02,8.31,13.14,346.1
5737,France,88855,Mens,8,2023-06-22,-0.88,4.53,117.89
5346,Spain,32944,Womens,10,2019-07-17,-3.06,-3.58,-91.66
5429,Germany,54830,Womens,10,2021-09-08,4.24,-1.15,-20.58
9028,Spain,51823,Womens,9,2024-04-14,2.23,2.77,68.04
3728,Germany,41808,Womens,6,2023-03-15,-4.99,14.43,380.36
8519,Italy,95580,Womens,9,2021-01-21,3.38,0.24,10.96
3161,Spain,13590,Womens,4,2019-05-24,5.35,20.69,548.37
7328,France,30839,Mens,9,2020-08-31,12.05,3.38,91.33
5232,Germany,48183,Womens,8,2022-05-09,3.34,5.41,144.45
8734,France,23809,Mens,6,2022-02-21,-4.49,12.56,344.16
5854,UK,77231,Mens,9,2019-07-06,12.98,3.12,82.17
9481,France,46651,Womens,6,2022-09-11,4.45,14.03,365.64
1294,Germany,31192,Womens,8,2020-04-08,-6.42,5.73,155.89
5275,Italy,43804,Mens,5,2022-10-04,5.02,17.58,462.23
8099,Italy,14710,Womens,12,2023-11-30,3.0,-11.66,-297.04
1565,France,27707,Mens,3,2020-10-21,5.58,24.49,649.14
3756,Germany,17407,Mens,10,2021-02-02,5.41,-1.64,-34.83
4217,Italy,38047,Mens,4,2021-08-12,5.11,19.53,517.83
1649,France,62405,Mens,9,2020-02-07,3.39,2.82,80.62
1612,France,82770,Womens,10,2022-10-01,2.66,-3.48,-81.9
1817,UK,76415,Womens,9,2023-03-15,5.8,1.52,45.16
1662,France,96616,Womens,8,2019-05-27,-6.35,3.47,100.12
5466,Italy,51698,Womens,6,2022-03-17,-0.68,12.24,326.19
4371,Italy,46788,Womens,7,2021-05-13,3.9,7.93,220.76
8272,UK,50004,Mens,10,2023-10-01,-0.68,-1.65,-38.54
7951,France,62286,Womens,7,2024-01-18,3.24,9.19,244.42
5959,Italy,96953,Womens,13,2020-05-03,-2.29,-12.21,-309.19
7812,Germany,36664,Womens,10,2021-07-17,0.64,-2.44,-63.69
4027,Italy,92352,Womens,14,2023-07-22,3.22,-18.95,-495.66
5845,Germany,21505,Mens,6,2020-07-04,5.82,13.28,350.57
5656,Germany,48188,Mens,2,2019-12-04,9.08,28.54,751.25
2619,UK,70968,Womens,8,2021-05-21,6.56,4.8,125.82
5346,France,40294,Womens,6,2020-10-02,5.06,12.3,326.63
7217,Spain,61302,Mens,10,2023-12-08,-1.14,-1.01,-25.76
7634,France,39015,Womens,9,2020-04-17,4.81,-0.3,-3.31
2269,Italy,68851,Womens,11,2019-05-31,-0.92,-8.06,-209.62
7162,Spain,16724,Womens,10,2022-12-09,-0.03,-0.93,-23.25
2527,Spain,82946,Mens,5,2022-08-14,-0.69,16.36,435.75
1971,Italy,70158,Mens,9,2023-06-23,9.38,1.86,53.28
1249,Italy,97348,Mens,11,2019-09-20,2.43,-5.91,-149.29
1505,France,64061,Womens,11,2023-11-23,-0.64,-8.21,-197.41
3851,Spain,80582,Womens,9,2019-05-24,11.52,2.65,75.25
4217,Italy,55060,Mens,8,2019-12-12,-4.86,4.13,118.41
9070,France,30404,Mens,13,2020-09-15,-0.67,-14.12,-367.67
6389,Spain,19786,Mens,8,2021-10-13,5.35,5.72,152.58
7273,Germany,80512,Mens,11,2023-05-15,1.47,-6.84,-171.61
8600,UK,45156,Womens,12,2021-05-30,5.75,-8.82,-229.89
3161,Spain,72134,Womens,12,2019-01-02,0.41,-9.25,-235.67
1971,France,96606,Mens,11,2021-06-15,2.26,-7.0,-182.98
1858,Italy,92331,Womens,10,2022-08-20,4.62,-4.4,-105.93
8942,Spain,68154,Womens,9,2019-09-11,3.24,2.78,82.34
5295,France,74329,Mens,11,2023-08-03,-1.07,-4.78,-115.27
6026,UK,36154,Mens,8,2020-03-28,-0.58,4.46,127.76
6149,France,66796,Mens,11,2021-11-26,-0.09,-7.51,-197.79
4371,UK,82500,Womens,6,2022-03-29,-1.62,14.92,392.49
8733,Italy,17548,Womens,9,2021-10-11,5.44,2.47,66.59
6075,Spain,37426,Womens,7,2019-01-09,4.61,9.05,240.8
6871,Germany,96175,Womens,5,2022-06-10,-1.38,18.65,493.48
4866,Italy,12474,Womens,7,2022-01-27,7.28,10.59,277.47
7958,Spain,35023,Mens,4,2023-08-10,7.33,19.13,508.74
7861,Spain,19763,Mens,8,2021-03-26,9.64,7.13,196.91
3510,UK,69998,Mens,9,2019-07-27,16.02,0.22,12.42
6086,Germany,52653,Womens,11,2022-02-28,-4.7,-6.46,-171.48
7812,UK,65090,Womens,8,2020-02-08,-3.24,5.2,149.77
3673,Italy,56893,Mens,4,2019-06-01,2.99,20.16,530.95
1134,Spain,65456,Womens,8,2019-02-23,3.44,5.0,130.33
8519,UK,32011,Mens,11,2022-02-17,4.84,-7.09,-178.89
2619,Germany,89794,Womens,4,2023-08-24,1.19,19.24,511.21
1134,UK,80002,Womens,7,2024-04-27,5.27,9.75,266.91
2887,Italy,32470,Mens,8,2020-09-19,-5.06,4.39,119.85
6806,France,81603,Mens,5,2020-08-09,-1.7,18.17,482.13
1721,France,75295,Womens,7,2023-07-07,3.74,9.04,241.29
1134,Italy,87133,Womens,12,2022-12-14,7.29,-10.31,-264.66
8103,UK,63634,Mens,10,2022-12-16,2.74,-3.83,-90.97
8734,UK,14741,Womens,6,2019-04-14,-4.29,13.47,361.54
8099,Germany,27454,Mens,11,2024-02-19,7.42,-4.62,-119.54
8372,Italy,47675,Womens,9,2019-09-11,3.26,-0.6,-6.68
9420,UK,63725,Mens,13,2022-06-04,-1.37,-14.18,-362.26
4866,Italy,35787,Womens,9,2022-02-09,-1.44,0.9,32.83
3940,Italy,27707,Womens,7,2020-05-24,-0.61,10.96,291.11
2250,Spain,42293,Mens,6,2023-02-05,-1.07,13.55,362.45
7031,Italy,32524,Mens,10,2019-04-09,-4.42,-1.05,-21.69
